"Gene"	"BaseGeneMean"	"OutlierFactor"	"GeneMean"	"BatchFacBatch1"	"BatchFacBatch2"	"DEFacGroup1"	"DEFacGroup2"
"Gene1"	"Gene1"	2.14493974006558	1	2.14493974006558	1.06656322186204	0.943602987500795	1	1
"Gene2"	"Gene2"	4.72795347947625	1	4.72795347947625	1.14235139780621	1.05438383146983	1	1
"Gene3"	"Gene3"	4.32897461257632	82.4649638720216	85.1668785684299	1.07859523425699	1.04929906402268	1	1
"Gene4"	"Gene4"	0.975705586373596	1	0.975705586373596	0.715020284230177	0.893662580322816	1	1
"Gene5"	"Gene5"	7.30769896574584	77.0311479891712	79.5550269925762	1.08144325705178	1.10163415203796	1	1
"Gene6"	"Gene6"	1.4562754109393	1	1.4562754109393	0.861095875127332	1.13366326290924	1	1
"Gene7"	"Gene7"	0.478085468252886	1	0.478085468252886	0.993092342464772	0.811366016875703	1	1
"Gene8"	"Gene8"	3.01146356565099	1	3.01146356565099	0.990526209259057	1.01791154896616	0.579709715199208	1
"Gene9"	"Gene9"	0.481153071457496	1	0.481153071457496	1.05115951082101	1.10562519354288	1	1
"Gene10"	"Gene10"	1.49031929135242	1	1.49031929135242	1.01619166552429	0.944551453267444	1.76648345787033	1
"Gene11"	"Gene11"	0.265947792770341	57.1819644864742	59.0554969899902	0.93711804613293	0.903806838918208	1	1
"Gene12"	"Gene12"	1.78441631109027	1	1.78441631109027	0.87908838019155	1.03901529891641	0.799092775787931	1
"Gene13"	"Gene13"	7.90163013141095	1	7.90163013141095	1.07071867897934	0.894682596940192	1	1
"Gene14"	"Gene14"	0.288450241791887	1	0.288450241791887	1.00249896549809	1.08521954387932	1	1
"Gene15"	"Gene15"	1.21450968207839	1	1.21450968207839	1.17903807495158	1.35092723738173	1	0.571316689823947
"Gene16"	"Gene16"	2.74324752757913	1	2.74324752757913	0.911221121215693	0.911981721232143	1	1
"Gene17"	"Gene17"	0.184290111022447	1	0.184290111022447	1.19830594662446	0.924383272488097	1	1
"Gene18"	"Gene18"	6.08346974147183	1	6.08346974147183	1.00009709467637	1.10438649615161	1	1
"Gene19"	"Gene19"	0.57034241856385	51.7895899314416	53.4864445420116	1.1517323825737	1.29278068410264	1	1
"Gene20"	"Gene20"	0.000625006032902449	1	0.000625006032902449	1.03313432407839	0.867170874864665	1	1
"Gene21"	"Gene21"	0.127596580470503	1	0.127596580470503	0.867411133714857	0.929367182853235	1	1
"Gene22"	"Gene22"	0.465525382353629	1	0.465525382353629	1.17162323612406	0.966571497286902	1	1
"Gene23"	"Gene23"	7.79084000208925	1	7.79084000208925	1.0105927770909	0.84873695792296	1	1
"Gene24"	"Gene24"	1.02857885720522	1	1.02857885720522	0.912751582040857	0.931782530611025	0.590138050904905	1
"Gene25"	"Gene25"	0.300804613482877	1	0.300804613482877	0.824724522263743	1.23735881925463	1	1
"Gene26"	"Gene26"	0.557959537799466	1	0.557959537799466	0.867977414230757	1.00387895621311	0.73146061349607	1
"Gene27"	"Gene27"	2.40583864551822	1	2.40583864551822	1.32884549567782	0.992343432340218	1	1
"Gene28"	"Gene28"	2.81761012752696	1	2.81761012752696	1.19086294682497	0.92758232826165	1	1
"Gene29"	"Gene29"	1.03634748541665	1	1.03634748541665	1.14858168610783	0.849863089720626	1	1
"Gene30"	"Gene30"	0.287894223282869	1	0.287894223282869	1.03419412605559	1.19712759951683	1	1
"Gene31"	"Gene31"	1.04392263946766	1	1.04392263946766	0.854781065403661	0.82044387613029	1	1
"Gene32"	"Gene32"	8.09744855124146	1	8.09744855124146	0.853315750546036	0.953462059987782	1	1
"Gene33"	"Gene33"	0.135889465013545	1	0.135889465013545	0.857212195133769	1.26688442281167	1	1
"Gene34"	"Gene34"	2.40530388436471	1	2.40530388436471	1.09405272796745	0.660723558593432	1	1
"Gene35"	"Gene35"	1.79032406106561	1	1.79032406106561	1.11604286268643	1.22985916823901	1	1
"Gene36"	"Gene36"	3.42508254247612	36.7424608837992	37.9463054061616	0.856600378545945	0.877387556960865	1	1
"Gene37"	"Gene37"	1.34918717916541	1	1.34918717916541	0.926718457854292	0.907672735544322	1	1
"Gene38"	"Gene38"	1.56002305586978	1	1.56002305586978	0.877900279225661	1.12188368563912	1	1
"Gene39"	"Gene39"	0.26169092763234	1	0.26169092763234	0.881533660205823	1.01307177320598	1	1
"Gene40"	"Gene40"	0.00738303506569494	1	0.00738303506569494	0.988759560755931	1.27694151260523	1	1.08384908489325
"Gene41"	"Gene41"	0.181413708478415	1	0.181413708478415	0.969565425605799	0.926275919591318	1	1
"Gene42"	"Gene42"	2.60946177726688	1	2.60946177726688	0.96818326920647	0.878597076111755	1	1
"Gene43"	"Gene43"	13.2963262269171	1	13.2963262269171	1.1192109008195	0.88582027410881	1	1
"Gene44"	"Gene44"	1.7113913395612	1	1.7113913395612	0.7938575627936	1.27327960490864	1	1
"Gene45"	"Gene45"	0.958167388119235	1	0.958167388119235	0.904882395927311	1.16875673686662	1	1
"Gene46"	"Gene46"	7.36594988216445	1	7.36594988216445	1.1596126965574	0.845811440430729	0.633165916471931	1
"Gene47"	"Gene47"	0.642316659667542	1	0.642316659667542	1.004919013929	0.87488387388948	1.72802661578485	1
"Gene48"	"Gene48"	0.369142017669846	1	0.369142017669846	1.12908920344783	0.989559757876083	1	1
"Gene49"	"Gene49"	3.14718950080314	1	3.14718950080314	1.08745837447951	0.995032740404741	1	1
"Gene50"	"Gene50"	5.41719990595737	1	5.41719990595737	0.864190291113062	0.977863733781038	1	1.48628118977591
"Gene51"	"Gene51"	2.71184012593914	1	2.71184012593914	1.00674584117776	0.916504160605117	1	1
"Gene52"	"Gene52"	0.00859445984147129	1	0.00859445984147129	0.859917617339288	0.83663665493007	1	1
"Gene53"	"Gene53"	0.260648726255604	1	0.260648726255604	0.924388260843762	1.13234296162493	1.4517135395373	0.548673646220309
"Gene54"	"Gene54"	5.7967101450007	1	5.7967101450007	1.31072113148031	1.00329899486653	1	1
"Gene55"	"Gene55"	0.624039313974679	1	0.624039313974679	1.12667326246226	0.852891227701418	1	1
"Gene56"	"Gene56"	0.00392325558134487	1	0.00392325558134487	1.02219291888463	1.24618700927057	1	1
"Gene57"	"Gene57"	21.8762566723795	1	21.8762566723795	1.16584043105573	0.836857010008642	1	1
"Gene58"	"Gene58"	0.973645012768611	1	0.973645012768611	1.07411349147237	0.883324628613029	1	1
"Gene59"	"Gene59"	0.00813589356612382	1	0.00813589356612382	0.995027329915188	1.00857336167134	1	1
"Gene60"	"Gene60"	0.154302786183803	1	0.154302786183803	0.881467493393835	1.01173988008108	1	1
"Gene61"	"Gene61"	2.18828755028701	1	2.18828755028701	1.06070249250045	1.14717785089587	2.39923812769758	1
"Gene62"	"Gene62"	0.854913478037973	1	0.854913478037973	1.16570008279177	1.10672515432188	1	1
"Gene63"	"Gene63"	0.213525929469602	1	0.213525929469602	1.20532673076434	0.769033274426645	1	1
"Gene64"	"Gene64"	0.466665910523473	1	0.466665910523473	0.953007004062923	1.27970103364209	1.48721301590121	1
"Gene65"	"Gene65"	0.869880689832905	1	0.869880689832905	0.813320696083309	1.16004405958107	1	1
